nombre,empresa,email,telefono,whatsapp,instagram,linkedin,ciudad,pais,nicho,vertical,url,fuente,direccion,gmaps_id,fecha,status
,AER Management,,(305) 771-1773,,https://www.instagram.com/aermanagement,,Miami,United States,manager_musical,music,http://www.aermanagement.com/,google_maps,"8200 NW 41st St Suite 200, Doral, FL 33166, EE. UU.",ChIJ__-_EH252YgR7HuQbR8IYC8,2026-09-21,pendiente
,MuchiMusic Management,josemaria@muchimusic.com,55 2883 2672,,https://www.instagram.com/muchimusic_management/,,Ciudad de Mexico,Mexico,manager_musical,music,http://www.muchimusic.com/,google_maps,"Quinta Chemita, C. Cuauhtémoc, Tenantitla, Xochimilco, 12100 Ciudad de México, CDMX, México",ChIJaxCXldP_0YURmuZjH8m2eDM,2026-09-21,pendiente
,MANO (Agencia Artística),contacto@mano.la,,,https://www.instagram.com/mano.mx,,Ciudad de Mexico,Mexico,manager_musical,music,http://www.mano.la/,google_maps,"Av. Álvaro Obregón 171, Centro Urbano Pdte. Juárez, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJC2Q5for_0YUR8kIFEMKKocs,2026-09-21,pendiente
,Campus On Stage,,55 1484 5708,,,,Ciudad de Mexico,Mexico,manager_musical,music,,google_maps,"Felipe Carrillo Puerto 41, Coyoacán, 04000 Ciudad de México, CDMX, México",ChIJhYhaG0T_0YURjzIEqqXdWl8,2026-09-21,pendiente
,OCESA Seitrack,ventas@seitrack.com.mx,55 2122 3042,,http://www.instagram.com/seitrack,,Ciudad de Mexico,Mexico,manager_musical,music,http://www.seitrack.mx/,google_maps,"Av. Industria Militar S/N, Lomas de Sotelo, Militar, Miguel Hidalgo, 11200 Ciudad de México, CDMX, México",ChIJvWgFAZsD0oURLYZoGYS_Xbk,2026-09-21,pendiente
,"Artistas para eventos, maestro de ceremonias, animadores, grupos y bandas musicales, mariachi, comediantes, imitadores",,55 4085 1947,,,,Ciudad de Mexico,Mexico,manager_musical,music,http://www.creartis.com.mx/,google_maps,"Montecito 38-Piso 8, oficina 8, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",ChIJV569YBT_0YURfUbrQh59new,2026-09-21,pendiente
,ARTISTAS MÉXICO,,55 3840 2952,,,,Ciudad de Mexico,Mexico,manager_musical,music,http://www.artistasmexico.com.mx/,google_maps,"Tenis 135, Country Club Churubusco, Coyoacán, 04210 Ciudad de México, CDMX, México",ChIJ1Q5E8w7_0YUROYgjISHv5Mc,2026-09-21,pendiente
,MA Talent Agency,cotizaciones@matalent.mx,55 6507 7538,,https://www.instagram.com/matalentlatina/,,Ciudad de Mexico,Mexico,manager_musical,music,https://matalent.mx/,google_maps,"Epsilon 277, Romero de Terreros, Coyoacán, 04310 Ciudad de México, CDMX, México",ChIJNbkEtdD_0YURB90jY3VjALY,2026-09-21,pendiente
,Central Talent,ventas@centraltalent.com.mx,55 5574 5734,,https://www.instagram.com/central.talent/,,Ciudad de Mexico,Mexico,manager_musical,music,http://www.centraltalent.com.mx/,google_maps,"Wisconsin 5, Nápoles, Benito Juárez, 03840 Ciudad de México, CDMX, México",ChIJF6rb9Or_0YURxPKAjbx400E,2026-09-21,pendiente
,Artimex,ventas@artimex.com.mx,55 3542 6914,,https://www.instagram.com/artimexsoficial/,,Ciudad de Mexico,Mexico,manager_musical,music,https://www.artimex.com.mx/,google_maps,"Av. P.º de la Reforma 350, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",ChIJsbyDBEr_0YUR2KqJ8eeZuLg,2026-09-21,pendiente
,Yourbano,ventas@centraltalent.com.mx,55 6359 7672,,https://www.instagram.com/yourbanomx/,,Ciudad de Mexico,Mexico,manager_musical,music,http://yourbano.com/,google_maps,"Av. Álvaro Obregón 275-5, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJAQBUf0f_0YURhzqSRcnYso8,2026-09-21,pendiente
,Multiforo 246,,55 1054 7249,,,,Ciudad de Mexico,Mexico,manager_musical,music,http://www.facebook.com/multiforo246,google_maps,"C. Querétaro 246, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJjXPZMT__0YURPkgXZyEzUXQ,2026-09-21,pendiente
,Talento Lider,booking@talentolider.com,33 3178 8494,,https://www.instagram.com/talentolider/,,Ciudad de Mexico,Mexico,manager_musical,music,http://talentolider.com/,google_maps,"Javier Peregrina 1366, Paseos del Sol, 45070 Zapopan, Jal., México",ChIJzzvLQZGuKIQRj7VVfXnGULE,2026-09-21,pendiente
,Foro 28,,,,,,Ciudad de Mexico,Mexico,manager_musical,music,,google_maps,"Av. Ribera de San Cosme 28, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, México",ChIJTX05j1750YURDGKQvcoSiEo,2026-09-21,pendiente
,TRÍO COLECTIVO MX MÚSICA PARA TUS FIESTAS,,55 2320 2966,,,,Ciudad de Mexico,Mexico,manager_musical,music,http://www.trioromanticoversatil.com/,google_maps,"Calle Ote. 164 150, Moctezuma 2da Secc, Venustiano Carranza, 15530 Ciudad de México, CDMX, México",ChIJUZTuAFf90YUROptJ3GQJYqY,2026-09-21,pendiente
,On The Beat Music Agency,bookings@onthebeatmusicagency.com,(424) 241-2306,,https://www.instagram.com/onthebeatmusicagency,,Los Angeles,United States,manager_musical,music,http://www.onthebeatmusicagency.com/,google_maps,"6121 Sunset Blvd, Los Angeles, CA 90028, EE. UU.",ChIJ9_FPry3VICARQ_73Akco848,2026-09-21,pendiente
,MGMT Artists,,(323) 300-5315,,https://www.instagram.com/mgmtartistsla/,,Los Angeles,United States,manager_musical,music,http://mgmtartists.com/,google_maps,"451 S Beaudry Ave, Los Angeles, CA 90017, EE. UU.",ChIJO1MuBK7HwoARcaQf3GY11gs,2026-09-21,pendiente
,Powerhaus Management,,(424) 672-0486,,,,Los Angeles,United States,manager_musical,music,http://www.powerhausmgmt.com/,google_maps,"1752 W Adams Blvd Unit 207, Los Angeles, CA 90018, EE. UU.",ChIJ-Q9VM0G5woARibIl0Jbr0qs,2026-09-21,pendiente
,"Los Angeles Talent Management, LLC",info@losangelestalentmanagement.com,,,https://www.instagram.com/los_angeles_talent_management/,,Los Angeles,United States,manager_musical,music,http://www.losangelestalentmanagement.com/,google_maps,"8605 Santa Monica Blvd #96543, Los Angeles, CA 90069, EE. UU.",ChIJ7ffrMt-5woARQp4pmuZSvac,2026-09-21,pendiente
,Avalon Artists Group,internaagny@gmail.com,(323) 692-1700,,https://www.instagram.com/avalonartistsgroupny/?hl=en,,Los Angeles,United States,manager_musical,music,https://avalonartists.com/,google_maps,"3435 Wilshire Blvd Ste 1160, Los Angeles, CA 90010, EE. UU.",ChIJtxLlHyC5woARbiOo7RJs5Qw,2026-09-21,pendiente
,Kreativ Media Partners,info@kreativartists.com,(310) 907-5735,,https://www.instagram.com/kreativartists/?hl=en,,Los Angeles,United States,manager_musical,music,http://kreativartists.com/,google_maps,"1901 Ave of the Stars, Los Angeles, CA 90067, EE. UU.",ChIJL7pgOG67woAReGIAuJ7r9Po,2026-09-21,pendiente
,KEY Talent Management,info@key-mgmt.com,,,,,Los Angeles,United States,manager_musical,music,https://key-mgmt.com/,google_maps,"8304 W 3rd St, Los Angeles, CA 90048, EE. UU.",ChIJ16nehZG5woAR3DfsSrYorRQ,2026-09-21,pendiente
,Uncut Casting Services,contactlauncut@uncutcasting.com,(310) 391-5601,,https://www.instagram.com/uncutcasting/,,Los Angeles,United States,manager_musical,music,https://www.launcut.com/,google_maps,"3867 Grand View Blvd, Los Angeles, CA 90066, EE. UU.",ChIJiVSe4ly6woARSuwRU9tvITc,2026-09-21,pendiente
,LA Talent Agency,info@latalentagency.com,(310) 331-8393,,https://www.instagram.com/latalentagencyig/,,Los Angeles,United States,manager_musical,music,http://latalentagency.com/,google_maps,"9350 Wilshire Blvd Ste 203, Beverly Hills, CA 90212, EE. UU.",ChIJrWk--hu7woARPsFphAkj6cU,2026-09-21,pendiente
,Altus Entertainment,,(509) 862-5887,,https://www.instagram.com/altusent/,,Los Angeles,United States,manager_musical,music,https://altusentertainment.com/,google_maps,"10624 S Eastern Ave Ste A-641, Henderson, NV 89052, EE. UU.",ChIJOc4dZyhxo0ERvnwEmjwfG4w,2026-09-21,pendiente
,Kreativ Celebrity Management,info@kreativartists.com,(310) 907-5735,,https://www.instagram.com/kreativartists/?hl=en,,Los Angeles,United States,manager_musical,music,http://kreativartists.com/,google_maps,"Av. P.º de la Reforma 510, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",ChIJ1S_An1P50YURE3bVL_jLGYM,2026-09-21,pendiente
,Brave Artists Management,info@braveartists.com,(424) 349-0700,,https://www.instagram.com/braveartistsmanagement/,,Los Angeles,United States,manager_musical,music,http://braveartistsmanagement.com/,google_maps,"11331 Ventura Blvd #2A, Studio City, CA 91604, EE. UU.",ChIJhQxJ0x-_woARp9Z8i5q-BrQ,2026-09-21,pendiente
,Apex Talent Group LLC,,(310) 984-6704,,,,Los Angeles,United States,manager_musical,music,http://www.apextalentgroup.com/,google_maps,"8383 Wilshire Blvd #800, Beverly Hills, CA 90211, EE. UU.",ChIJ34Gm2Pi7woARrFaaLuE-gUU,2026-09-21,pendiente
,Booking Entertainment,,(212) 645-0555,,,,Los Angeles,United States,manager_musical,music,https://www.bookingentertainment.com/,google_maps,"275 Madison Ave 6th floor, New York, NY 10016, EE. UU.",ChIJNWnsezVZwokRoy-cuL-DXkI,2026-09-21,pendiente
,Tangerine Talent,,(310) 906-0224,,,,Los Angeles,United States,manager_musical,music,http://tangerinetalent.com/,google_maps,"5250 Lankershim Blvd #500, North Hollywood, CA 91601, EE. UU.",ChIJn4d_jFy5woARE4RjipHaIWM,2026-09-21,pendiente
,Vibrato Grill Jazz,operations@vibratogrilljazz.com,(310) 474-9400,,https://www.instagram.com/vibratogrilljazz/,,Los Angeles,United States,manager_musical,music,http://www.vibratogrilljazz.com/,google_maps,"2930 Beverly Glen Cir, Los Angeles, CA 90077, EE. UU.",ChIJh5OU23a9woARNVT36S9qIIA,2026-09-21,pendiente
,Catalina Jazz Club,,(323) 466-2210,,https://www.instagram.com/catalinajazzclub,,Los Angeles,United States,manager_musical,music,http://www.catalinajazzclub.com/,google_maps,"6725 Sunset Blvd, Los Angeles, CA 90028, EE. UU.",ChIJpQFEASW_woAR5uyTP1jNcg4,2026-09-21,pendiente
